@RELATION empleo_recomendacion_simplificado

@ATTRIBUTE tipo_empleo_oferta {Tiempo_Completo, Medio_Tiempo, Por_Horas, Temporal}
@ATTRIBUTE modalidad_oferta {Presencial, Remoto, Hibrido}
@ATTRIBUTE tipo_contrato_oferta {Indefinido, Practicas, Obra_Servicio}
@ATTRIBUTE experiencia_requerida NUMERIC
@ATTRIBUTE nivel_estudio_requerido {Bachillerato, Tecnico, Grado, Master, Doctorado}
@ATTRIBUTE sector_oferta {Tecnologia, Educacion, Salud, Construccion, Otros}

@ATTRIBUTE tipo_empleo_deseado {Tiempo_Completo, Medio_Tiempo, Por_Horas, Temporal}
@ATTRIBUTE preferencia_modalidad {Presencial, Remoto, Hibrido}
@ATTRIBUTE preferencia_contrato {Indefinido, Practicas, Obra_Servicio}
@ATTRIBUTE experiencia_persona NUMERIC
@ATTRIBUTE nivel_estudio_persona {Bachillerato, Tecnico, Grado, Master, Doctorado}
@ATTRIBUTE sector_persona {Tecnologia, Educacion, Salud, Construccion, Otros}
@ATTRIBUTE edad_persona NUMERIC

@ATTRIBUTE coincide_tipo_empleo {Si, No}
@ATTRIBUTE coincide_modalidad {Si, No}
@ATTRIBUTE coincide_contrato {Si, No}
@ATTRIBUTE coincide_estudios {Si, No}
@ATTRIBUTE coincide_sector {Si, No}
@ATTRIBUTE experiencia_suficiente {Si, No}

@ATTRIBUTE compatible {Si, No}

@DATA
Medio_Tiempo,Presencial,Practicas,5,Doctorado,Salud,Medio_Tiempo,Remoto,Practicas,1,Bachillerato,Tecnologia,55,Si,No,Si,No,No,No,No
Temporal,Remoto,Obra_Servicio,3,Master,Educacion,Temporal,Remoto,Obra_Servicio,5,Master,Tecnologia,28,Si,Si,Si,Si,No,Si,Si
Por_Horas,Remoto,Obra_Servicio,5,Grado,Otros,Tiempo_Completo,Presencial,Obra_Servicio,6,Doctorado,Construccion,59,No,No,Si,Si,No,Si,No
Medio_Tiempo,Remoto,Indefinido,4,Tecnico,Otros,Medio_Tiempo,Remoto,Obra_Servicio,4,Master,Otros,57,Si,Si,No,Si,Si,Si,Si
Temporal,Hibrido,Obra_Servicio,1,Grado,Salud,Por_Horas,Remoto,Practicas,6,Tecnico,Otros,44,No,No,No,No,No,Si,No
Temporal,Presencial,Practicas,4,Grado,Tecnologia,Tiempo_Completo,Presencial,Practicas,4,Bachillerato,Construccion,32,No,Si,Si,No,No,Si,No
Tiempo_Completo,Remoto,Indefinido,2,Bachillerato,Tecnologia,Tiempo_Completo,Hibrido,Indefinido,5,Master,Otros,59,Si,No,Si,Si,No,Si,Si
Por_Horas,Remoto,Practicas,2,Grado,Construccion,Por_Horas,Remoto,Practicas,5,Bachillerato,Otros,30,Si,Si,Si,No,No,Si,Si
Por_Horas,Presencial,Obra_Servicio,3,Grado,Educacion,Temporal,Presencial,Obra_Servicio,3,Doctorado,Otros,28,No,Si,Si,Si,No,Si,Si
Temporal,Remoto,Obra_Servicio,2,Doctorado,Otros,Temporal,Remoto,Obra_Servicio,6,Master,Otros,59,Si,Si,Si,No,Si,Si,Si
Tiempo_Completo,Remoto,Indefinido,2,Doctorado,Educacion,Medio_Tiempo,Presencial,Indefinido,1,Bachillerato,Tecnologia,38,No,No,Si,No,No,No,No
Por_Horas,Remoto,Practicas,1,Grado,Educacion,Tiempo_Completo,Remoto,Practicas,1,Master,Otros,51,No,Si,Si,Si,No,Si,Si
Medio_Tiempo,Presencial,Obra_Servicio,5,Doctorado,Construccion,Por_Horas,Presencial,Practicas,4,Grado,Construccion,36,No,Si,No,No,Si,No,No
Temporal,Presencial,Indefinido,4,Master,Construccion,Tiempo_Completo,Hibrido,Indefinido,1,Grado,Educacion,48,No,No,Si,No,No,No,No
Medio_Tiempo,Hibrido,Practicas,2,Master,Educacion,Medio_Tiempo,Presencial,Practicas,3,Doctorado,Tecnologia,47,Si,No,Si,Si,No,Si,Si
Temporal,Presencial,Practicas,3,Tecnico,Otros,Temporal,Hibrido,Indefinido,5,Grado,Construccion,43,Si,No,No,Si,No,Si,No
Temporal,Remoto,Obra_Servicio,1,Tecnico,Tecnologia,Por_Horas,Hibrido,Obra_Servicio,4,Master,Tecnologia,42,No,No,Si,Si,Si,Si,Si
Temporal,Presencial,Practicas,2,Bachillerato,Otros,Por_Horas,Presencial,Obra_Servicio,2,Doctorado,Salud,55,No,Si,No,Si,No,Si,No
Tiempo_Completo,Hibrido,Indefinido,5,Bachillerato,Otros,Tiempo_Completo,Hibrido,Indefinido,3,Tecnico,Educacion,23,Si,Si,Si,Si,No,No,Si
Medio_Tiempo,Presencial,Practicas,5,Master,Educacion,Temporal,Hibrido,Obra_Servicio,4,Doctorado,Tecnologia,29,No,No,No,Si,No,No,No
Temporal,Hibrido,Indefinido,5,Doctorado,Tecnologia,Temporal,Hibrido,Indefinido,5,Tecnico,Tecnologia,34,Si,Si,Si,No,Si,Si,Si
Medio_Tiempo,Remoto,Obra_Servicio,1,Doctorado,Educacion,Tiempo_Completo,Remoto,Obra_Servicio,4,Doctorado,Construccion,40,No,Si,Si,Si,No,Si,Si
Medio_Tiempo,Presencial,Indefinido,3,Master,Construccion,Medio_Tiempo,Hibrido,Obra_Servicio,3,Tecnico,Educacion,58,Si,No,No,No,No,Si,No
Medio_Tiempo,Hibrido,Obra_Servicio,2,Master,Salud,Medio_Tiempo,Presencial,Indefinido,3,Master,Educacion,26,Si,No,No,Si,No,Si,No
Tiempo_Completo,Hibrido,Practicas,1,Tecnico,Construccion,Temporal,Hibrido,Obra_Servicio,2,Master,Construccion,52,No,Si,No,Si,Si,Si,Si
Temporal,Hibrido,Indefinido,2,Master,Construccion,Tiempo_Completo,Presencial,Obra_Servicio,6,Tecnico,Salud,28,No,No,No,No,No,Si,No
Tiempo_Completo,Hibrido,Practicas,3,Master,Educacion,Por_Horas,Hibrido,Practicas,2,Master,Salud,58,No,Si,Si,Si,No,No,No
Tiempo_Completo,Remoto,Practicas,2,Bachillerato,Otros,Por_Horas,Hibrido,Indefinido,3,Grado,Construccion,27,No,No,No,Si,No,Si,No
Tiempo_Completo,Presencial,Practicas,5,Doctorado,Construccion,Temporal,Hibrido,Indefinido,6,Bachillerato,Tecnologia,35,No,No,No,No,No,Si,No
Medio_Tiempo,Remoto,Indefinido,1,Tecnico,Tecnologia,Temporal,Presencial,Practicas,4,Doctorado,Tecnologia,21,No,No,No,Si,Si,Si,No
Medio_Tiempo,Remoto,Practicas,4,Bachillerato,Tecnologia,Tiempo_Completo,Presencial,Indefinido,5,Master,Construccion,28,No,No,No,Si,No,Si,No
Tiempo_Completo,Remoto,Indefinido,5,Tecnico,Salud,Medio_Tiempo,Hibrido,Indefinido,2,Tecnico,Otros,27,No,No,Si,Si,No,No,No
Tiempo_Completo,Presencial,Practicas,2,Grado,Tecnologia,Medio_Tiempo,Remoto,Practicas,6,Tecnico,Otros,49,No,No,Si,No,No,Si,No
Temporal,Remoto,Obra_Servicio,3,Master,Salud,Temporal,Remoto,Practicas,3,Tecnico,Salud,56,Si,Si,No,No,Si,Si,Si
Temporal,Remoto,Practicas,5,Bachillerato,Educacion,Tiempo_Completo,Presencial,Practicas,4,Master,Tecnologia,43,No,No,Si,Si,No,No,No
Temporal,Presencial,Practicas,4,Doctorado,Tecnologia,Temporal,Remoto,Indefinido,5,Doctorado,Salud,36,Si,No,No,Si,No,Si,No
Tiempo_Completo,Remoto,Obra_Servicio,2,Bachillerato,Educacion,Temporal,Remoto,Obra_Servicio,3,Grado,Construccion,60,No,Si,Si,Si,No,Si,Si
Temporal,Presencial,Practicas,3,Bachillerato,Tecnologia,Medio_Tiempo,Presencial,Obra_Servicio,3,Tecnico,Tecnologia,56,No,Si,No,Si,Si,Si,Si
Tiempo_Completo,Remoto,Indefinido,4,Master,Salud,Temporal,Remoto,Indefinido,6,Doctorado,Otros,46,No,Si,Si,Si,No,Si,Si
Medio_Tiempo,Hibrido,Obra_Servicio,3,Grado,Salud,Medio_Tiempo,Hibrido,Indefinido,1,Tecnico,Construccion,23,Si,Si,No,No,No,No,No
Por_Horas,Hibrido,Obra_Servicio,2,Bachillerato,Salud,Medio_Tiempo,Hibrido,Practicas,2,Grado,Educacion,30,No,Si,No,Si,No,Si,No
Temporal,Remoto,Indefinido,4,Tecnico,Construccion,Temporal,Remoto,Indefinido,6,Doctorado,Salud,34,Si,Si,Si,Si,No,Si,Si
Medio_Tiempo,Remoto,Practicas,5,Master,Construccion,Tiempo_Completo,Remoto,Practicas,2,Tecnico,Educacion,34,No,Si,Si,No,No,No,No
Temporal,Remoto,Indefinido,6,Grado,Construccion,Medio_Tiempo,Remoto,Obra_Servicio,3,Bachillerato,Tecnologia,53,No,Si,No,No,No,No,No
Temporal,Hibrido,Practicas,1,Doctorado,Tecnologia,Por_Horas,Remoto,Indefinido,5,Tecnico,Salud,41,No,No,No,No,No,Si,No
Tiempo_Completo,Presencial,Obra_Servicio,3,Grado,Salud,Medio_Tiempo,Presencial,Indefinido,5,Grado,Educacion,35,No,Si,No,Si,No,Si,No
Tiempo_Completo,Remoto,Practicas,4,Master,Educacion,Temporal,Hibrido,Practicas,3,Master,Educacion,49,No,No,Si,Si,Si,No,No
Temporal,Presencial,Obra_Servicio,1,Doctorado,Construccion,Temporal,Presencial,Indefinido,1,Tecnico,Construccion,52,Si,Si,No,No,Si,Si,Si
Por_Horas,Remoto,Practicas,3,Bachillerato,Salud,Medio_Tiempo,Remoto,Practicas,6,Grado,Otros,57,No,Si,Si,Si,No,Si,Si
Por_Horas,Remoto,Obra_Servicio,3,Tecnico,Educacion,Tiempo_Completo,Hibrido,Indefinido,1,Grado,Tecnologia,48,No,No,No,Si,No,No,No
Medio_Tiempo,Remoto,Practicas,2,Bachillerato,Otros,Por_Horas,Remoto,Practicas,5,Grado,Salud,48,No,Si,Si,Si,No,Si,Si
Por_Horas,Hibrido,Obra_Servicio,2,Grado,Construccion,Por_Horas,Remoto,Practicas,6,Doctorado,Otros,53,Si,No,No,Si,No,Si,No
Por_Horas,Presencial,Obra_Servicio,1,Tecnico,Tecnologia,Tiempo_Completo,Hibrido,Obra_Servicio,6,Master,Tecnologia,48,No,No,Si,Si,Si,Si,Si
Temporal,Presencial,Obra_Servicio,3,Tecnico,Otros,Temporal,Hibrido,Obra_Servicio,4,Doctorado,Salud,52,Si,No,Si,Si,No,Si,Si
Tiempo_Completo,Remoto,Obra_Servicio,5,Doctorado,Construccion,Por_Horas,Hibrido,Obra_Servicio,1,Master,Construccion,28,No,No,Si,No,Si,No,No
Medio_Tiempo,Remoto,Obra_Servicio,1,Bachillerato,Educacion,Temporal,Remoto,Obra_Servicio,4,Master,Salud,57,No,Si,Si,Si,No,Si,Si
Tiempo_Completo,Presencial,Practicas,5,Tecnico,Otros,Tiempo_Completo,Hibrido,Practicas,6,Doctorado,Salud,47,Si,No,Si,Si,No,Si,Si
Medio_Tiempo,Remoto,Practicas,1,Bachillerato,Educacion,Medio_Tiempo,Hibrido,Obra_Servicio,6,Grado,Otros,58,Si,No,No,Si,No,Si,No
Por_Horas,Hibrido,Obra_Servicio,2,Master,Construccion,Medio_Tiempo,Hibrido,Obra_Servicio,3,Master,Construccion,57,No,Si,Si,Si,Si,Si,Si
Temporal,Presencial,Obra_Servicio,6,Doctorado,Otros,Por_Horas,Presencial,Obra_Servicio,5,Bachillerato,Otros,34,No,Si,Si,No,Si,No,No
Temporal,Presencial,Indefinido,4,Master,Salud,Temporal,Remoto,Indefinido,4,Doctorado,Otros,27,Si,No,Si,Si,No,Si,Si
Tiempo_Completo,Hibrido,Indefinido,5,Bachillerato,Construccion,Medio_Tiempo,Presencial,Obra_Servicio,2,Bachillerato,Tecnologia,47,No,No,No,Si,No,No,No
Medio_Tiempo,Presencial,Indefinido,6,Bachillerato,Educacion,Por_Horas,Presencial,Obra_Servicio,6,Grado,Educacion,43,No,Si,No,Si,Si,Si,Si
Medio_Tiempo,Hibrido,Indefinido,4,Bachillerato,Educacion,Medio_Tiempo,Hibrido,Practicas,5,Grado,Salud,39,Si,Si,No,Si,No,Si,Si
Medio_Tiempo,Presencial,Practicas,5,Doctorado,Educacion,Por_Horas,Remoto,Indefinido,2,Bachillerato,Construccion,32,No,No,No,No,No,No,No
Tiempo_Completo,Hibrido,Indefinido,2,Grado,Otros,Medio_Tiempo,Hibrido,Indefinido,3,Grado,Salud,29,No,Si,Si,Si,No,Si,Si
Tiempo_Completo,Hibrido,Indefinido,2,Bachillerato,Educacion,Temporal,Hibrido,Indefinido,1,Grado,Educacion,32,No,Si,Si,Si,Si,No,Si
Tiempo_Completo,Remoto,Obra_Servicio,1,Doctorado,Salud,Medio_Tiempo,Remoto,Obra_Servicio,4,Doctorado,Construccion,23,No,Si,Si,Si,No,Si,Si
Temporal,Presencial,Indefinido,2,Tecnico,Otros,Temporal,Hibrido,Indefinido,6,Doctorado,Tecnologia,20,Si,No,Si,Si,No,Si,Si
Por_Horas,Hibrido,Practicas,1,Grado,Salud,Por_Horas,Remoto,Obra_Servicio,6,Grado,Salud,60,Si,No,No,Si,Si,Si,Si
Por_Horas,Hibrido,Practicas,5,Doctorado,Educacion,Medio_Tiempo,Presencial,Practicas,5,Master,Otros,22,No,No,Si,No,No,Si,No
Por_Horas,Remoto,Obra_Servicio,1,Tecnico,Salud,Tiempo_Completo,Remoto,Practicas,5,Grado,Salud,59,No,Si,No,Si,Si,Si,Si
Medio_Tiempo,Remoto,Obra_Servicio,2,Bachillerato,Educacion,Medio_Tiempo,Presencial,Indefinido,1,Grado,Educacion,50,Si,No,No,Si,Si,No,No
Temporal,Remoto,Obra_Servicio,5,Bachillerato,Salud,Temporal,Remoto,Obra_Servicio,4,Tecnico,Tecnologia,39,Si,Si,Si,Si,No,No,Si
Medio_Tiempo,Presencial,Practicas,5,Tecnico,Educacion,Medio_Tiempo,Remoto,Indefinido,6,Doctorado,Educacion,59,Si,No,No,Si,Si,Si,Si
Medio_Tiempo,Hibrido,Practicas,2,Tecnico,Tecnologia,Por_Horas,Hibrido,Practicas,4,Grado,Tecnologia,44,No,Si,Si,Si,Si,Si,Si
Tiempo_Completo,Hibrido,Practicas,2,Bachillerato,Educacion,Medio_Tiempo,Hibrido,Practicas,2,Doctorado,Otros,21,No,Si,Si,Si,No,Si,Si
Medio_Tiempo,Presencial,Indefinido,4,Tecnico,Tecnologia,Medio_Tiempo,Presencial,Indefinido,2,Grado,Educacion,23,Si,Si,Si,Si,No,No,Si
Por_Horas,Remoto,Obra_Servicio,3,Doctorado,Tecnologia,Temporal,Hibrido,Indefinido,4,Master,Educacion,59,No,No,No,No,No,Si,No
Tiempo_Completo,Remoto,Practicas,2,Tecnico,Tecnologia,Tiempo_Completo,Remoto,Practicas,4,Bachillerato,Educacion,47,Si,Si,Si,No,No,Si,Si
Medio_Tiempo,Presencial,Obra_Servicio,4,Grado,Salud,Temporal,Presencial,Obra_Servicio,4,Grado,Construccion,29,No,Si,Si,Si,No,Si,Si
Temporal,Presencial,Obra_Servicio,2,Tecnico,Tecnologia,Medio_Tiempo,Presencial,Indefinido,3,Bachillerato,Salud,40,No,Si,No,No,No,Si,No
Temporal,Hibrido,Practicas,2,Bachillerato,Tecnologia,Temporal,Hibrido,Obra_Servicio,2,Doctorado,Salud,50,Si,Si,No,Si,No,Si,Si
Temporal,Remoto,Practicas,1,Bachillerato,Construccion,Por_Horas,Remoto,Practicas,4,Bachillerato,Salud,35,No,Si,Si,Si,No,Si,Si
Por_Horas,Hibrido,Indefinido,5,Master,Salud,Medio_Tiempo,Presencial,Indefinido,1,Doctorado,Construccion,21,No,No,Si,Si,No,No,No
Tiempo_Completo,Hibrido,Obra_Servicio,2,Master,Otros,Por_Horas,Presencial,Obra_Servicio,3,Grado,Salud,23,No,No,Si,No,No,Si,No
Temporal,Hibrido,Indefinido,2,Bachillerato,Construccion,Temporal,Presencial,Indefinido,4,Tecnico,Construccion,36,Si,No,Si,Si,Si,Si,Si
Medio_Tiempo,Presencial,Obra_Servicio,5,Tecnico,Otros,Por_Horas,Presencial,Obra_Servicio,6,Master,Salud,27,No,Si,Si,Si,No,Si,Si
Por_Horas,Hibrido,Indefinido,6,Bachillerato,Construccion,Por_Horas,Presencial,Practicas,6,Grado,Educacion,35,Si,No,No,Si,No,Si,No
Medio_Tiempo,Remoto,Practicas,1,Doctorado,Educacion,Por_Horas,Hibrido,Obra_Servicio,3,Doctorado,Otros,58,No,No,No,Si,No,Si,No
Temporal,Hibrido,Indefinido,3,Tecnico,Educacion,Tiempo_Completo,Remoto,Indefinido,4,Grado,Otros,25,No,No,Si,Si,No,Si,No
Tiempo_Completo,Presencial,Practicas,4,Master,Construccion,Medio_Tiempo,Presencial,Practicas,6,Master,Salud,21,No,Si,Si,Si,No,Si,Si
Por_Horas,Presencial,Indefinido,4,Tecnico,Otros,Medio_Tiempo,Presencial,Indefinido,4,Doctorado,Educacion,60,No,Si,Si,Si,No,Si,Si
Tiempo_Completo,Remoto,Practicas,5,Tecnico,Construccion,Temporal,Hibrido,Obra_Servicio,1,Doctorado,Tecnologia,34,No,No,No,Si,No,No,No
Tiempo_Completo,Hibrido,Obra_Servicio,1,Doctorado,Tecnologia,Medio_Tiempo,Presencial,Practicas,4,Tecnico,Educacion,45,No,No,No,No,No,Si,No
Tiempo_Completo,Presencial,Obra_Servicio,3,Bachillerato,Salud,Tiempo_Completo,Hibrido,Practicas,6,Doctorado,Salud,44,Si,No,No,Si,Si,Si,Si
Por_Horas,Presencial,Practicas,6,Doctorado,Otros,Temporal,Hibrido,Indefinido,4,Tecnico,Salud,33,No,No,No,No,No,No,No
Temporal,Presencial,Obra_Servicio,1,Grado,Tecnologia,Temporal,Remoto,Obra_Servicio,5,Grado,Construccion,57,Si,No,Si,Si,No,Si,Si
Tiempo_Completo,Hibrido,Practicas,4,Master,Educacion,Medio_Tiempo,Remoto,Indefinido,1,Bachillerato,Otros,25,No,No,No,No,No,No,No
Por_Horas,Presencial,Practicas,1,Tecnico,Otros,Tiempo_Completo,Remoto,Practicas,2,Doctorado,Educacion,46,No,No,Si,Si,No,Si,No
Temporal,Remoto,Indefinido,1,Bachillerato,Construccion,Por_Horas,Remoto,Indefinido,5,Master,Otros,21,No,Si,Si,Si,No,Si,Si
Medio_Tiempo,Hibrido,Practicas,5,Grado,Construccion,Medio_Tiempo,Hibrido,Indefinido,4,Bachillerato,Otros,22,Si,Si,No,No,No,No,No
Por_Horas,Presencial,Practicas,6,Bachillerato,Otros,Por_Horas,Hibrido,Indefinido,2,Doctorado,Salud,53,Si,No,No,Si,No,No,No
Temporal,Remoto,Indefinido,3,Master,Otros,Temporal,Remoto,Indefinido,3,Doctorado,Salud,39,Si,Si,Si,Si,No,Si,Si
Medio_Tiempo,Presencial,Indefinido,4,Tecnico,Educacion,Temporal,Presencial,Indefinido,4,Doctorado,Otros,46,No,Si,Si,Si,No,Si,Si
Tiempo_Completo,Presencial,Obra_Servicio,3,Master,Salud,Medio_Tiempo,Presencial,Practicas,6,Grado,Salud,20,No,Si,No,No,Si,Si,No
Medio_Tiempo,Hibrido,Practicas,6,Bachillerato,Salud,Medio_Tiempo,Hibrido,Indefinido,1,Master,Salud,28,Si,Si,No,Si,Si,No,Si
Tiempo_Completo,Remoto,Obra_Servicio,1,Master,Otros,Medio_Tiempo,Hibrido,Obra_Servicio,3,Tecnico,Otros,41,No,No,Si,No,Si,Si,No
Tiempo_Completo,Presencial,Practicas,5,Bachillerato,Otros,Temporal,Presencial,Practicas,6,Bachillerato,Tecnologia,28,No,Si,Si,Si,No,Si,Si
Tiempo_Completo,Remoto,Indefinido,4,Tecnico,Construccion,Por_Horas,Remoto,Practicas,4,Bachillerato,Tecnologia,23,No,Si,No,No,No,Si,No
Temporal,Remoto,Indefinido,6,Bachillerato,Construccion,Temporal,Hibrido,Indefinido,6,Master,Otros,56,Si,No,Si,Si,No,Si,Si
Por_Horas,Hibrido,Obra_Servicio,5,Grado,Construccion,Por_Horas,Presencial,Indefinido,5,Tecnico,Salud,59,Si,No,No,No,No,Si,No
Tiempo_Completo,Remoto,Indefinido,4,Grado,Tecnologia,Por_Horas,Presencial,Obra_Servicio,5,Tecnico,Construccion,34,No,No,No,No,No,Si,No
Por_Horas,Presencial,Indefinido,1,Master,Salud,Tiempo_Completo,Hibrido,Obra_Servicio,4,Doctorado,Tecnologia,26,No,No,No,Si,No,Si,No
Tiempo_Completo,Presencial,Indefinido,2,Doctorado,Otros,Medio_Tiempo,Remoto,Obra_Servicio,2,Grado,Otros,30,No,No,No,No,Si,Si,No
Temporal,Presencial,Obra_Servicio,3,Master,Salud,Temporal,Remoto,Obra_Servicio,3,Doctorado,Construccion,28,Si,No,Si,Si,No,Si,Si
Por_Horas,Hibrido,Practicas,6,Bachillerato,Tecnologia,Por_Horas,Hibrido,Obra_Servicio,6,Bachillerato,Construccion,36,Si,Si,No,Si,No,Si,Si
Por_Horas,Hibrido,Obra_Servicio,6,Grado,Tecnologia,Por_Horas,Presencial,Practicas,2,Bachillerato,Educacion,38,Si,No,No,No,No,No,No
Tiempo_Completo,Hibrido,Obra_Servicio,3,Doctorado,Otros,Medio_Tiempo,Hibrido,Practicas,3,Grado,Salud,22,No,Si,No,No,No,Si,No
Medio_Tiempo,Presencial,Practicas,1,Grado,Tecnologia,Medio_Tiempo,Remoto,Indefinido,6,Tecnico,Otros,29,Si,No,No,No,No,Si,No
Por_Horas,Remoto,Obra_Servicio,2,Master,Salud,Por_Horas,Remoto,Obra_Servicio,2,Grado,Otros,35,Si,Si,Si,No,No,Si,Si
Tiempo_Completo,Hibrido,Practicas,4,Tecnico,Salud,Medio_Tiempo,Presencial,Indefinido,3,Bachillerato,Construccion,59,No,No,No,No,No,No,No
Tiempo_Completo,Presencial,Obra_Servicio,5,Master,Tecnologia,Medio_Tiempo,Presencial,Obra_Servicio,3,Tecnico,Tecnologia,60,No,Si,Si,No,Si,No,No
Tiempo_Completo,Presencial,Practicas,1,Grado,Construccion,Por_Horas,Presencial,Obra_Servicio,4,Bachillerato,Tecnologia,22,No,Si,No,No,No,Si,No
Medio_Tiempo,Hibrido,Practicas,4,Grado,Tecnologia,Medio_Tiempo,Presencial,Practicas,5,Master,Salud,48,Si,No,Si,Si,No,Si,Si
Medio_Tiempo,Presencial,Practicas,6,Tecnico,Tecnologia,Medio_Tiempo,Presencial,Indefinido,6,Tecnico,Educacion,30,Si,Si,No,Si,No,Si,Si
Temporal,Presencial,Obra_Servicio,2,Doctorado,Construccion,Temporal,Hibrido,Practicas,3,Doctorado,Construccion,41,Si,No,No,Si,Si,Si,Si
Medio_Tiempo,Hibrido,Practicas,2,Tecnico,Educacion,Tiempo_Completo,Presencial,Practicas,6,Tecnico,Educacion,38,No,No,Si,Si,Si,Si,Si
Temporal,Hibrido,Practicas,2,Bachillerato,Construccion,Temporal,Presencial,Obra_Servicio,3,Tecnico,Construccion,47,Si,No,No,Si,Si,Si,Si
Por_Horas,Hibrido,Indefinido,2,Grado,Educacion,Por_Horas,Hibrido,Practicas,4,Doctorado,Educacion,54,Si,Si,No,Si,Si,Si,Si
Medio_Tiempo,Hibrido,Practicas,2,Master,Construccion,Medio_Tiempo,Hibrido,Practicas,1,Tecnico,Tecnologia,54,Si,Si,Si,No,No,No,No
Por_Horas,Hibrido,Indefinido,5,Grado,Construccion,Por_Horas,Hibrido,Practicas,6,Grado,Educacion,37,Si,Si,No,Si,No,Si,Si
Medio_Tiempo,Presencial,Practicas,1,Bachillerato,Educacion,Medio_Tiempo,Hibrido,Practicas,2,Tecnico,Otros,38,Si,No,Si,Si,No,Si,Si
Medio_Tiempo,Remoto,Practicas,5,Tecnico,Construccion,Por_Horas,Presencial,Obra_Servicio,5,Grado,Tecnologia,47,No,No,No,Si,No,Si,No
Por_Horas,Remoto,Obra_Servicio,3,Bachillerato,Otros,Temporal,Remoto,Obra_Servicio,4,Doctorado,Educacion,57,No,Si,Si,Si,No,Si,Si
Medio_Tiempo,Remoto,Indefinido,3,Bachillerato,Educacion,Tiempo_Completo,Remoto,Indefinido,3,Bachillerato,Salud,24,No,Si,Si,Si,No,Si,Si
Por_Horas,Remoto,Indefinido,2,Tecnico,Otros,Tiempo_Completo,Hibrido,Practicas,3,Tecnico,Otros,24,No,No,No,Si,Si,Si,No
Por_Horas,Presencial,Indefinido,5,Tecnico,Tecnologia,Por_Horas,Presencial,Practicas,5,Doctorado,Educacion,35,Si,Si,No,Si,No,Si,Si
Medio_Tiempo,Presencial,Practicas,4,Doctorado,Salud,Medio_Tiempo,Presencial,Obra_Servicio,2,Master,Construccion,39,Si,Si,No,No,No,No,No
Tiempo_Completo,Presencial,Indefinido,3,Grado,Educacion,Medio_Tiempo,Hibrido,Obra_Servicio,4,Grado,Salud,46,No,No,No,Si,No,Si,No
Tiempo_Completo,Presencial,Indefinido,6,Bachillerato,Construccion,Medio_Tiempo,Presencial,Indefinido,6,Master,Tecnologia,39,No,Si,Si,Si,No,Si,Si
Medio_Tiempo,Remoto,Obra_Servicio,1,Master,Tecnologia,Medio_Tiempo,Hibrido,Obra_Servicio,3,Tecnico,Tecnologia,52,Si,No,Si,No,Si,Si,Si
Medio_Tiempo,Presencial,Obra_Servicio,4,Grado,Salud,Medio_Tiempo,Hibrido,Indefinido,2,Doctorado,Otros,44,Si,No,No,Si,No,No,No
Por_Horas,Remoto,Indefinido,2,Doctorado,Salud,Por_Horas,Hibrido,Indefinido,2,Doctorado,Otros,55,Si,No,Si,Si,No,Si,Si
Por_Horas,Presencial,Indefinido,4,Grado,Educacion,Temporal,Hibrido,Practicas,6,Bachillerato,Educacion,30,No,No,No,No,Si,Si,No
Por_Horas,Hibrido,Indefinido,2,Bachillerato,Construccion,Por_Horas,Remoto,Practicas,5,Grado,Construccion,47,Si,No,No,Si,Si,Si,Si
Por_Horas,Presencial,Obra_Servicio,4,Doctorado,Construccion,Temporal,Hibrido,Indefinido,5,Grado,Salud,34,No,No,No,No,No,Si,No
Temporal,Remoto,Indefinido,6,Bachillerato,Construccion,Tiempo_Completo,Remoto,Indefinido,1,Grado,Tecnologia,48,No,Si,Si,Si,No,No,No
Temporal,Presencial,Indefinido,2,Bachillerato,Educacion,Por_Horas,Hibrido,Indefinido,2,Grado,Tecnologia,42,No,No,Si,Si,No,Si,No
Por_Horas,Remoto,Practicas,4,Bachillerato,Educacion,Por_Horas,Remoto,Obra_Servicio,4,Bachillerato,Construccion,39,Si,Si,No,Si,No,Si,Si
Por_Horas,Presencial,Obra_Servicio,5,Master,Educacion,Tiempo_Completo,Hibrido,Obra_Servicio,4,Doctorado,Otros,34,No,No,Si,Si,No,No,No
Tiempo_Completo,Hibrido,Obra_Servicio,3,Grado,Tecnologia,Tiempo_Completo,Hibrido,Obra_Servicio,6,Tecnico,Educacion,36,Si,Si,Si,No,No,Si,Si
Medio_Tiempo,Hibrido,Obra_Servicio,5,Master,Tecnologia,Por_Horas,Presencial,Indefinido,2,Grado,Tecnologia,35,No,No,No,No,Si,No,No
Tiempo_Completo,Remoto,Practicas,6,Master,Construccion,Tiempo_Completo,Presencial,Obra_Servicio,5,Tecnico,Construccion,50,Si,No,No,No,Si,No,No
Por_Horas,Presencial,Indefinido,5,Tecnico,Educacion,Por_Horas,Presencial,Obra_Servicio,5,Tecnico,Otros,26,Si,Si,No,Si,No,Si,Si
Medio_Tiempo,Hibrido,Obra_Servicio,4,Tecnico,Construccion,Medio_Tiempo,Hibrido,Indefinido,6,Master,Educacion,34,Si,Si,No,Si,No,Si,Si
Temporal,Remoto,Obra_Servicio,3,Bachillerato,Educacion,Por_Horas,Hibrido,Practicas,5,Master,Tecnologia,48,No,No,No,Si,No,Si,No
